scenario,method,true,estimate,se,covered,rep,seed
Observed-state MAR,Admissible refinement,1.097960694279998,1.026550427250132,0.10696893001947246,1,896,3645586961
Observed-state MAR,IPCW admissible refinement,1.097960694279998,1.01475428333954,0.10641133822793873,1,896,3645586961
Observed-state MAR,Mediator-as-state,1.097960694279998,0.6618797922576487,0.10616957428675639,0,896,3645586961
Observed-state MAR,Post-action leakage,1.097960694279998,0.8549232950390747,0.11264200718141221,0,896,3645586961
Observed-state MAR,Oracle state,1.097960694279998,1.0726017696464827,0.10423316588520906,1,896,3645586961
Complete,Untyped naive contrast,1.0819913010590931,1.7727433689670993,0.14960044304698855,0,897,1040839322
Complete,Coarse locked state,1.0819913010590931,1.0369851365084466,0.09300829384292175,1,897,1040839322
Complete,Design erasure,1.0819913010590931,1.1635133823738633,0.08923006445550904,1,897,1040839322
Complete,Admissible refinement,1.0819913010590931,1.0289310788243593,0.08643020648159908,1,897,1040839322
Complete,Mediator-as-state,1.0819913010590931,0.545469401089714,0.09662184296201665,0,897,1040839322
Complete,Post-action leakage,1.0819913010590931,0.8477675786932233,0.10125792426825761,0,897,1040839322
Complete,Oracle state,1.0819913010590931,1.0160506784184111,0.08634816700002708,1,897,1040839322
Observed-state MAR,Untyped naive contrast,1.1097360146641433,2.4401033326340174,0.19367661896446592,0,897,1040839322
Observed-state MAR,Coarse locked state,1.1097360146641433,1.2752291684490988,0.13816820426714482,1,897,1040839322
Observed-state MAR,Design erasure,1.1097360146641433,1.4375426089813297,0.12586104018968386,0,897,1040839322
Observed-state MAR,Admissible refinement,1.1097360146641433,1.2708879763827623,0.12834510280220288,1,897,1040839322
Observed-state MAR,IPCW admissible refinement,1.1097360146641433,1.2771214075942372,0.12714138158580632,1,897,1040839322
Observed-state MAR,Mediator-as-state,1.1097360146641433,0.7308900955744049,0.1166606038819402,0,897,1040839322
Observed-state MAR,Post-action leakage,1.1097360146641433,1.0064884812078077,0.12890383342434594,1,897,1040839322
Observed-state MAR,Oracle state,1.1097360146641433,1.2612544692652026,0.12733663494170896,1,897,1040839322
Complete,Untyped naive contrast,1.0694438125165455,1.5694616140008295,0.14755512426195488,0,898,87317637
Complete,Coarse locked state,1.0694438125165455,0.9508854996752367,0.0971629858420394,1,898,87317637
Complete,Design erasure,1.0694438125165455,1.1135845921779304,0.09421399635653487,1,898,87317637
Complete,Admissible refinement,1.0694438125165455,0.9945305469275977,0.09240967402467358,1,898,87317637
Complete,Mediator-as-state,1.0694438125165455,0.47857754004677766,0.09461321621619334,0,898,87317637
Complete,Post-action leakage,1.0694438125165455,0.6361673679804211,0.0960060551362554,0,898,87317637
Complete,Oracle state,1.0694438125165455,0.995415276588209,0.09009262919536186,1,898,87317637
Observed-state MAR,Untyped naive contrast,1.064193581284344,1.9607816312567472,0.18898134295076588,0,898,87317637
Observed-state MAR,Coarse locked state,1.064193581284344,0.9383816576124357,0.10554876053929946,1,898,87317637
Observed-state MAR,Design erasure,1.064193581284344,1.1285541201077098,0.10684581971151495,1,898,87317637
Observed-state MAR,Admissible refinement,1.064193581284344,0.9547098917353182,0.1026164929187971,1,898,87317637
Observed-state MAR,IPCW admissible refinement,1.064193581284344,0.94201571802033,0.10353416942385477,1,898,87317637
Observed-state MAR,Mediator-as-state,1.064193581284344,0.4849723716721025,0.10396771172849328,0,898,87317637
Observed-state MAR,Post-action leakage,1.064193581284344,0.6350550815816115,0.11426290525179186,0,898,87317637
Observed-state MAR,Oracle state,1.064193581284344,0.9428987653602128,0.09946204819611837,1,898,87317637
Complete,Untyped naive contrast,1.1007803354197225,1.8173173852426234,0.13951884041506196,0,899,136174839
Complete,Coarse locked state,1.1007803354197225,1.0338242343829287,0.0892152409786009,1,899,136174839
Complete,Design erasure,1.1007803354197225,1.1723301275889801,0.08726373563310968,1,899,136174839
Complete,Admissible refinement,1.1007803354197225,1.0080767789804297,0.08666917272770945,1,899,136174839
Complete,Mediator-as-state,1.1007803354197225,0.5874423486977819,0.09219852399834773,0,899,136174839
Complete,Post-action leakage,1.1007803354197225,0.8052351598554395,0.09891498523329646,0,899,136174839
Complete,Oracle state,1.1007803354197225,1.0099447321828934,0.08390847162531101,1,899,136174839
Observed-state MAR,Untyped naive contrast,1.0783958222871153,1.9397209537969733,0.16244755431784927,0,899,136174839
Observed-state MAR,Coarse locked state,1.0783958222871153,1.104983303480494,0.11502974337512388,1,899,136174839
Observed-state MAR,Design erasure,1.0783958222871153,1.274039934164086,0.11159138646478498,1,899,136174839
Observed-state MAR,Admissible refinement,1.0783958222871153,1.107795993564604,0.1101675996977769,1,899,136174839
Observed-state MAR,IPCW admissible refinement,1.0783958222871153,1.102511698122018,0.11170302812277914,1,899,136174839
Observed-state MAR,Mediator-as-state,1.0783958222871153,0.5888074984161058,0.1200051517586432,0,899,136174839
Observed-state MAR,Post-action leakage,1.0783958222871153,0.787107625545762,0.12716257073564669,0,899,136174839
Observed-state MAR,Oracle state,1.0783958222871153,1.1017395146995024,0.10560907609362172,1,899,136174839
Complete,Untyped naive contrast,1.0407428853127545,1.7912715068118439,0.14814583729627226,0,900,100297069
Complete,Coarse locked state,1.0407428853127545,1.0494750364560255,0.09024953433620975,1,900,100297069
Complete,Design erasure,1.0407428853127545,1.1428924827826565,0.08527914974458958,1,900,100297069
Complete,Admissible refinement,1.0407428853127545,1.033493654836438,0.08510827843947295,1,900,100297069
Complete,Mediator-as-state,1.0407428853127545,0.6542789127387538,0.08794011441591414,0,900,100297069
Complete,Post-action leakage,1.0407428853127545,0.8083677914518219,0.09012504987067106,0,900,100297069
Complete,Oracle state,1.0407428853127545,1.0126742107930966,0.08163812824974678,1,900,100297069
Observed-state MAR,Untyped naive contrast,1.063805135080661,1.9414666170436898,0.16153863488695216,0,900,100297069
Observed-state MAR,Coarse locked state,1.063805135080661,1.0961888832531514,0.10111921047291687,1,900,100297069
Observed-state MAR,Design erasure,1.063805135080661,1.1830421174613044,0.09842692175612479,1,900,100297069
Observed-state MAR,Admissible refinement,1.063805135080661,1.0747437707422596,0.09757322081209797,1,900,100297069
Observed-state MAR,IPCW admissible refinement,1.063805135080661,1.0766530716084186,0.09712586502985322,1,900,100297069
Observed-state MAR,Mediator-as-state,1.063805135080661,0.6579370340359241,0.10764094462989879,0,900,100297069
Observed-state MAR,Post-action leakage,1.063805135080661,0.7751187576792901,0.1232107046200901,0,900,100297069
Observed-state MAR,Oracle state,1.063805135080661,1.0686995249982654,0.09506012166944829,1,900,100297069
Complete,Untyped naive contrast,1.0438403107697887,1.7949729227994893,0.1508684403935695,0,901,404533576
Complete,Coarse locked state,1.0438403107697887,0.9201407810532366,0.09970014135532657,1,901,404533576
Complete,Design erasure,1.0438403107697887,1.1413263532951294,0.09470262683409501,1,901,404533576
Complete,Admissible refinement,1.0438403107697887,0.9510142375043703,0.09411387128819351,1,901,404533576
Complete,Mediator-as-state,1.0438403107697887,0.562079282024091,0.10441558061917647,0,901,404533576
Complete,Post-action leakage,1.0438403107697887,0.7176938657124627,0.11327122125921534,0,901,404533576
Complete,Oracle state,1.0438403107697887,0.9656760905251663,0.09216033676636265,1,901,404533576
Observed-state MAR,Untyped naive contrast,1.0581442782193267,1.8041211778178152,0.1775149038204243,0,901,404533576
Observed-state MAR,Coarse locked state,1.0581442782193267,0.9481330727656846,0.0943462203598063,1,901,404533576
Observed-state MAR,Design erasure,1.0581442782193267,1.2008873970000191,0.09284144536987474,1,901,404533576
Observed-state MAR,Admissible refinement,1.0581442782193267,1.007743888939883,0.09078252013315591,1,901,404533576
Observed-state MAR,IPCW admissible refinement,1.0581442782193267,1.0150827519587342,0.09150961298304248,1,901,404533576
Observed-state MAR,Mediator-as-state,1.0581442782193267,0.5541294615501379,0.0981485145780953,0,901,404533576
Observed-state MAR,Post-action leakage,1.0581442782193267,0.7413936725019786,0.09199224456146943,0,901,404533576
Observed-state MAR,Oracle state,1.0581442782193267,1.0276432202361787,0.08942445124381154,1,901,404533576
Complete,Untyped naive contrast,1.074296634277301,1.7422918941550687,0.12639324650823733,0,902,4214389727
Complete,Coarse locked state,1.074296634277301,1.0002931736631018,0.09837632025625959,1,902,4214389727
Complete,Design erasure,1.074296634277301,1.17853985537386,0.08780082983851505,1,902,4214389727
Complete,Admissible refinement,1.074296634277301,1.0173096811914006,0.09110180316511264,1,902,4214389727
Complete,Mediator-as-state,1.074296634277301,0.6137990806367796,0.0971476090013765,0,902,4214389727
Complete,Post-action leakage,1.074296634277301,0.8276656609393649,0.09734616391591726,0,902,4214389727
Complete,Oracle state,1.074296634277301,1.029279536291402,0.08757332076035117,1,902,4214389727
Observed-state MAR,Untyped naive contrast,1.0626022982714307,1.8041420469096991,0.16998034760277303,0,902,4214389727
Observed-state MAR,Coarse locked state,1.0626022982714307,1.0387591347632277,0.10674855664604901,1,902,4214389727
Observed-state MAR,Design erasure,1.0626022982714307,1.1799186822003442,0.10453200743991124,1,902,4214389727
Observed-state MAR,Admissible refinement,1.0626022982714307,1.0485586518150873,0.1030857868061345,1,902,4214389727
Observed-state MAR,IPCW admissible refinement,1.0626022982714307,1.0461119420744465,0.1046909208750649,1,902,4214389727
Observed-state MAR,Mediator-as-state,1.0626022982714307,0.7681953727597076,0.10886692061983734,0,902,4214389727
Observed-state MAR,Post-action leakage,1.0626022982714307,0.9024087266907131,0.10709532615293793,1,902,4214389727
Observed-state MAR,Oracle state,1.0626022982714307,1.0689345172426956,0.10202787965460146,1,902,4214389727
Complete,Untyped naive contrast,1.0578189253224866,1.8196126507622847,0.13458708959906435,0,903,1577319485
Complete,Coarse locked state,1.0578189253224866,1.120374463420394,0.1002171447462705,1,903,1577319485
Complete,Design erasure,1.0578189253224866,1.2831655102426525,0.09691424943112309,0,903,1577319485
Complete,Admissible refinement,1.0578189253224866,1.1431874267836797,0.0947764607607997,1,903,1577319485
Complete,Mediator-as-state,1.0578189253224866,0.6679492808545312,0.09827026221010059,0,903,1577319485
Complete,Post-action leakage,1.0578189253224866,0.8441896922730175,0.09631886666894665,0,903,1577319485
Complete,Oracle state,1.0578189253224866,1.1476925605753048,0.09092224214982107,1,903,1577319485
Observed-state MAR,Untyped naive contrast,1.0861471086058345,2.15636122309869,0.17438807009824964,0,903,1577319485
Observed-state MAR,Coarse locked state,1.0861471086058345,1.2104339191544562,0.10328279488104866,1,903,1577319485
Observed-state MAR,Design erasure,1.0861471086058345,1.3159036711969616,0.09937882430053882,0,903,1577319485
Observed-state MAR,Admissible refinement,1.0861471086058345,1.1765171588797494,0.0970563298207445,1,903,1577319485
Observed-state MAR,IPCW admissible refinement,1.0861471086058345,1.1675242089455378,0.09626804790934515,1,903,1577319485
Observed-state MAR,Mediator-as-state,1.0861471086058345,0.8816899787449011,0.10676395685784307,1,903,1577319485
Observed-state MAR,Post-action leakage,1.0861471086058345,1.050015911983344,0.1129582809590313,1,903,1577319485
Observed-state MAR,Oracle state,1.0861471086058345,1.1834992155743587,0.09488828842229216,1,903,1577319485
Complete,Untyped naive contrast,1.068378332627019,1.6259756725806844,0.14405933532520399,0,904,108290796
Complete,Coarse locked state,1.068378332627019,1.084279452038516,0.08910635656009368,1,904,108290796
Complete,Design erasure,1.068378332627019,1.2351059558023565,0.08649691339237814,1,904,108290796
Complete,Admissible refinement,1.068378332627019,1.0678916127839668,0.08688727945964982,1,904,108290796
Complete,Mediator-as-state,1.068378332627019,0.7463251615365264,0.08904379028584078,0,904,108290796
Complete,Post-action leakage,1.068378332627019,0.8980956699133327,0.0961225988817231,1,904,108290796
Complete,Oracle state,1.068378332627019,1.0852309658829435,0.084400132601551,1,904,108290796
Observed-state MAR,Untyped naive contrast,1.0926067760990739,1.7827339120208732,0.17575165392069556,0,904,108290796
Observed-state MAR,Coarse locked state,1.0926067760990739,1.1106471615635558,0.12044683654456965,1,904,108290796
Observed-state MAR,Design erasure,1.0926067760990739,1.2348388037127187,0.10797380878475901,1,904,108290796
Observed-state MAR,Admissible refinement,1.0926067760990739,1.1039532057291543,0.11622471721964689,1,904,108290796
Observed-state MAR,IPCW admissible refinement,1.0926067760990739,1.1120667712049481,0.11578693132874926,1,904,108290796
Observed-state MAR,Mediator-as-state,1.0926067760990739,0.6859098499307228,0.11146432537099948,0,904,108290796
Observed-state MAR,Post-action leakage,1.0926067760990739,0.9088999271406244,0.11661448017981743,1,904,108290796
Observed-state MAR,Oracle state,1.0926067760990739,1.0559072699786671,0.11177959429845111,1,904,108290796
Complete,Untyped naive contrast,1.0574878599904516,1.7815823428389972,0.15809488225853524,0,905,1008366938
Complete,Coarse locked state,1.0574878599904516,1.021804135893537,0.10469954921228528,1,905,1008366938
Complete,Design erasure,1.0574878599904516,1.0941218439985,0.10082800539182493,1,905,1008366938
Complete,Admissible refinement,1.0574878599904516,1.020563525956587,0.10114869837192023,1,905,1008366938
Complete,Mediator-as-state,1.0574878599904516,0.6236078654994153,0.10412745479942634,0,905,1008366938
Complete,Post-action leakage,1.0574878599904516,0.8170510661824796,0.09977185660950896,0,905,1008366938
Complete,Oracle state,1.0574878599904516,1.040373298113909,0.09524330633127245,1,905,1008366938
Observed-state MAR,Untyped naive contrast,1.058686733478556,1.8326393739201494,0.17456581433739143,0,905,1008366938
Observed-state MAR,Coarse locked state,1.058686733478556,1.2037992368414219,0.1155850641957131,1,905,1008366938
Observed-state MAR,Design erasure,1.058686733478556,1.3659814830753454,0.1077089205587366,0,905,1008366938
Observed-state MAR,Admissible refinement,1.058686733478556,1.2232002146400158,0.10635618739896732,1,905,1008366938
Observed-state MAR,IPCW admissible refinement,1.058686733478556,1.204239195562301,0.10630249416934438,1,905,1008366938
Observed-state MAR,Mediator-as-state,1.058686733478556,0.8161057714189697,0.12650023925125597,1,905,1008366938
Observed-state MAR,Post-action leakage,1.058686733478556,1.0690496626611319,0.1262421442863725,1,905,1008366938
Observed-state MAR,Oracle state,1.058686733478556,1.2650651699133735,0.10236186169839098,0,905,1008366938
Complete,Untyped naive contrast,1.060514629637773,2.2732826008195244,0.15533518323361695,0,906,2313359564
